Gansu  (4290,1310)  (4340,1310)  (4240,1310)  (4240,1360)  (4290,1360)  (4340,1360)  (4240,1410)  (4290,1410)  (4340,1410)  (4240,1460)  (4290,1460)  (4340,1460)  (4190,1410)  (4190,1460)  (4190,1510)  (4190,1560)  (4240,1410)  | overflowToLeft=false
138 Sea Zone  (7080,870)  (7130,870)  (7030,870)  (7030,920)  (7080,920)  (7130,920)  (7030,970)  (7080,970)  (7130,970)  (7030,1020)  (7080,1020)  (7130,1020)  (7030,1070)  (7080,1070)  (7130,1070)  (7030,1120)  (7080,1120)  (7130,1120)  (7030,1170)  (7080,1170)  (7130,1170)  (7030,1220)  (7080,1220)  (7130,1220)  (7030,820)  (7080,820)  (7130,820)  (7030,770)  (7080,770)  (7130,770)  (7035,1175)  | overflowToLeft=false
Korea  (5300,1100)  (5350,1100)  (5400,1100)  (5350,1150)  (5400,1150)  (5450,1150)  (5350,1200)  (5400,1200)  (5450,1200)  (5300,1200)  (5400,1000)  (5440,950)  (5470,900)  (5480,850)  (5530,850)  (5350,1200)  | overflowToLeft=false
Hunan  (4610,1670)  (4660,1670)  (4560,1670)  (4560,1720)  (4610,1720)  (4660,1720)  (4560,1770)  (4610,1770)  (4660,1770)  (4560,1820)  (4610,1820)  (4660,1820)  (4560,1820)  | overflowToLeft=false
Bengal  (4185,2140)  (4235,2140)  (4135,2140)  (4130,2190)  (4180,2190)  (4230,2190)  (4130,2240)  (4180,2240)  (4230,2240)  (4180,2290)  (4230,2290)  (4130,2290)  (4130,2290)  | overflowToLeft=false
31 Sea Zone  (2115,1680)  (2165,1680)  (2065,1680)  (2015,1680)  (1965,1680)  (2215,1680)  (1915,1680)  (1965,1730)  (2130,1730)  (1915,1730)  (1865,1730)  (1870,1780)  (1910,1685)  | overflowToLeft=false
West Poland  (2699,960)  (2749,960)  (2649,960)  (2649,1010)  (2699,1010)  (2749,1010)  (2647,1060)  (2650,1060)  (2750,1060)  (2654,1065)  | overflowToLeft=false
8 Sea Zone  (2400,280)  (2450,280)  (2500,280)  (2400,330)  (2450,330)  (2435,380)  (2437,229)  (2487,229)  (2537,229)  (2587,229)  (2637,229)  (2686,229)  (2432,224)  | overflowToLeft=false
19 Sea Zone  (1260,770)  (1310,770)  (1210,770)  (1210,820)  (1260,820)  (1310,820)  (1210,870)  (1260,870)  (1310,870)  (1210,920)  (1260,920)  (1310,920)  (1210,970)  (1260,970)  (1310,970)  (1210,1020)  (1260,1020)  (1310,1020)  (1210,1070)  (1260,1070)  (1310,1070)  (1210,720)  (1260,720)  (1310,720)  (1360,770)  (1360,820)  (1360,870)  (1360,920)  (1360,970)  (1315,1025)  | overflowToLeft=false
Slovakia Hungary  (2700,1170)  (2750,1170)  (2650,1170)  (2630,1220)  (2680,1220)  (2730,1220)  (2800,1170)  (2650,1270)  (2643,1120)  (2779,1220)  (2642,1220)  | overflowToLeft=false
North Anglo Sudan  (2660,2315)  (2710,2315)  (2610,2315)  (2610,2365)  (2660,2365)  (2710,2365)  (2610,2405)  (2660,2405)  (2710,2405)  (2760,2315)  (2760,2365)  (2760,2415)  (2560,2365)  (2560,2415)  | overflowToLeft=false
85 Sea Zone  (4730,3080)  (4780,3080)  (4680,3080)  (4680,3130)  (4730,3130)  (4780,3130)  (4680,3180)  (4730,3180)  (4780,3180)  (4830,3080)  (4830,3130)  (4830,3180)  (4630,3080)  (4630,3130)  (4630,3180)  (4880,3080)  (4880,3130)  (4880,3180)  (4580,3080)  (4580,3130)  (4580,3180)  (4585,3185)  | overflowToLeft=false
50 Sea Zone  (1420,2480)  (1470,2480)  (1370,2480)  (1370,2530)  (1420,2530)  (1470,2530)  (1370,2580)  (1420,2580)  (1470,2580)  (1370,2630)  (1420,2630)  (1470,2630)  (1370,2680)  (1420,2680)  (1470,2680)  (1530,2480)  (1530,2530)  (1530,2580)  (1530,2630)  (1530,2680)  (1320,2480)  (1320,2530)  (1320,2580)  (1320,2630)  (1320,2680)  | overflowToLeft=false
Jiangsi  (4790,1700)  (4840,1700)  (4740,1700)  (4740,1750)  (4790,1750)  (4840,1750)  (4740,1800)  (4790,1800)  (4840,1800)  (4740,1850)  (4790,1850)  (4840,1850)  (4890,1700)  (4865,1650)  (4915,1650)  (4725,1655)  (4750,1850)  | overflowToLeft=false
91 Sea Zone  (5600,3310)  (5650,3310)  (5550,3310)  (5550,3360)  (5600,3360)  (5650,3360)  (5550,3410)  (5600,3410)  (5650,3410)  (5700,3310)  (5700,3360)  (5700,3410)  (5750,3310)  (5750,3360)  (5750,3410)  (5500,3310)  (5500,3360)  (5500,3410)  (5550,3260)  (5600,3260)  (5650,3260)  (5505,3415)  | overflowToLeft=false
North Xingjiang  (4110,1020)  (4160,1020)  (4060,1020)  (4060,1070)  (4110,1070)  (4160,1070)  (4060,1120)  (4110,1120)  (4160,1120)  (4060,1170)  (4110,1170)  (4160,1170)  (4010,1020)  (4010,1070)  (4010,1120)  (4010,1120)  | overflowToLeft=false
South Amazonas  (920,2516)  | overflowToLeft=false
Rumania  (2785,1306)  (2835,1306)  (2735,1306)  (2743,1361)  (2793,1361)  (2843,1361)  (2885,1311)  (2893,1361)  (2945,1363)  (2795,1365)  (2735,1262)  (2685,1291)  (2934,1311)  | overflowToLeft=false
Marianas  (5710,1750)  (5760,1750)  (5660,1750)  (5660,1800)  (5710,1800)  (5760,1800)  (5660,1850)  (5710,1850)  (5760,1850)  (5660,1900)  (5710,1900)  (5760,1900)  (5665,1905)  (5810,1750)  (5810,1800)  (5810,1850)  (5810,1900)  (5665,1905)  | overflowToLeft=false
Crimea  (3090,1406)  (3571,70)  (3621,70)  (3521,70)  (3521,120)  (3571,120)  (3621,120)  (3521,170)  (3571,170)  (3621,170)  (3623,72)  | overflowToLeft=false
124 Sea Zone  (6900,1675)  (6950,1675)  (6850,1675)  (6850,1725)  (6900,1725)  (6950,1725)  (6850,1775)  (6900,1775)  (6950,1775)  (6850,1825)  (6900,1825)  (6950,1825)  (6850,1875)  (6900,1875)  (6950,1875)  (6850,1925)  (6900,1925)  (6950,1925)  (6855,1930)  | overflowToLeft=false
93 Sea Zone  (6300,3100)  (6350,3100)  (6250,3100)  (6250,3150)  (6300,3150)  (6350,3150)  (6250,3200)  (6300,3200)  (6350,3200)  (6250,3250)  (6300,3250)  (6350,3250)  (6250,3300)  (6300,3300)  (6250,3350)  (6300,3350)  (6250,3400)  (6200,3200)  (6200,3250)  (6200,3300)  (6200,3350)  (6200,3400)  (6400,3100)  (6400,3150)  (6205,3405)  | overflowToLeft=false
French Caledonia  (6270,2855)  (6320,2855)  (6220,2855)  (6220,2905)  (6270,2905)  (6320,2905)  (6220,2955)  (6270,2955)  (6320,2955)  (6220,3005)  (6270,3005)  (6320,3005)  (6370,2855)  (6370,2905)  (6370,2955)  (6370,3005)  (6225,3010)  | overflowToLeft=false
142 Sea Zone  (6250,720)  (6300,720)  (6200,720)  (6200,770)  (6250,770)  (6300,770)  (6200,820)  (6250,820)  (6300,820)  (6200,870)  (6250,870)  (6300,870)  (6200,920)  (6250,920)  (6300,920)  (6350,720)  (6350,770)  (6350,820)  (6350,870)  (6350,920)  (6150,720)  (6150,770)  (6150,820)  (6150,870)  (6150,920)  (6205,925)  | overflowToLeft=false
Tibet  (4100,1900)  (4150,1900)  (4050,1900)  (4200,1900)  (4000,1900)  (4250,1900)  (4100,1950)  (4150,1950)  (4200,1950)  (4250,1950)  (4030,1850)  (4010,1910)  | overflowToLeft=false
Portugal  (1680,1485)  (1680,1535)  (1680,1585)  (1680,1635)  (1630,1485)  (1630,1535)  (1630,1585)  (1630,1635)  (1633,1638)  | overflowToLeft=false
47 Sea Zone  (630,1910)  (680,1910)  (580,1910)  (580,1960)  (630,1960)  (680,1960)  (730,1910)  (730,1960)  (530,1910)  (530,1960)  (780,1910)  (780,1960)  (530,2010)  (580,2010)  (530,1910)  (830,1960)  (835,1965)  | overflowToLeft=false
3 Sea Zone  (1050,460)  (1100,460)  (1050,510)  (1100,510)  (1050,560)  (1100,560)  (1050,410)  (1100,410)  (1000,560)  (950,560)  (900,560)  (850,560)  (900,510)  (850,510)  (800,560)  (800,510)  (1000,560)  (800,510)  (855,565)  | overflowToLeft=false
Morocco  (1780,1837)  (1830,1837)  (1730,1837)  (1880,1837)  (1780,1887)  (1830,1887)  (1880,1887)  (1790,1937)  (1680,1837)  (1685,1788)  (1685,1842)  | overflowToLeft=false
65 Sea Zone  (530,3100)  (580,3100)  (480,3100)  (480,3150)  (530,3150)  (580,3150)  (480,3200)  (530,3200)  (580,3200)  (480,3250)  (530,3250)  (580,3250)  (480,3300)  (530,3300)  (580,3300)  (480,3350)  (530,3350)  (580,3350)  (480,3400)  (530,3400)  (580,3400)  (630,3405)  (680,3405)  (730,3405)  (485,3405)  | overflowToLeft=false
60 Sea Zone  (130,2460)  (180,2460)  (80,2460)  (80,2510)  (130,2510)  (180,2510)  (80,2560)  (130,2560)  (180,2560)  (80,2610)  (130,2610)  (180,2610)  (80,2660)  (130,2660)  (180,2660)  (230,2460)  (230,2510)  (230,2560)  (230,2610)  (230,2660)  (280,2460)  (280,2510)  (280,2560)  (280,2610)  (280,2660)  (320,2460)  (320,2510)  (320,2560)  (320,2610)  (320,2660)  (85,2665)  | overflowToLeft=false
North Ireland  (1830,620)  (1883,70)  (1935,70)  (1835,70)  (1835,120)  (1885,120)  (1935,120)  (1835,170)  (1885,170)  (1935,170)  (1837,172)  | overflowToLeft=false
Gilbert Islands  (6450,2355)  (6500,2355)  (6400,2355)  (6400,2405)  (6450,2405)  (6500,2405)  (6400,2455)  (6450,2455)  (6500,2455)  (6400,2505)  (6450,2505)  (6500,2505)  (6405,2510)  | overflowToLeft=false
Northern Territory  (5595,2940)  (5645,2940)  (5545,2940)  (5545,2990)  (5595,2990)  (5645,2990)  (5695,2940)  (5695,2990)  (5495,2940)  (5495,2990)  (5745,2940)  (5745,2990)  (5495,2990)  | overflowToLeft=false
106 Sea Zone  (7480,2460)  (7530,2460)  (7430,2460)  (7430,2510)  (7480,2510)  (7530,2510)  (7430,2560)  (7480,2560)  (7530,2560)  (7430,2610)  (7480,2610)  (7530,2610)  (7430,2660)  (7480,2660)  (7530,2660)  (7430,2710)  (7480,2710)  (7530,2710)  (7430,2760)  (7480,2760)  (7530,2760)  (7430,2810)  (7480,2810)  (7530,2810)  (7430,2860)  (7480,2860)  (7530,2860)  (7430,2910)  (7480,2910)  (7530,2910)  (7430,2960)  (7480,2960)  (7530,2960)  (7435,2965)  | overflowToLeft=false
South Ural  (3700,840)  | overflowToLeft=false
83 Sea Zone  (4250,2790)  (4300,2790)  (4200,2790)  (4200,2840)  (4250,2840)  (4300,2840)  (4200,2890)  (4250,2890)  (4300,2890)  (4200,2940)  (4250,2940)  (4300,2940)  (4200,2990)  (4250,2990)  (4300,2990)  (4200,2740)  (4250,2740)  (4300,2740)  (4350,2940)  (4350,2990)  (4400,2940)  (4400,2990)  (4450,2940)  (4450,2990)  (4205,2995)  | overflowToLeft=false
114 Sea Zone  (5723,2100)  (5773,2100)  (5673,2100)  (5673,2150)  (5723,2150)  (5773,2150)  (5673,2200)  (5730,2200)  (5773,2200)  (5673,2250)  (5723,2250)  (5773,2250)  (5673,2300)  (5723,2300)  (5773,2300)  (5673,2350)  (5723,2350)  (5773,2350)  (5673,2400)  (5723,2400)  (5773,2400)  (5678,2355)  | overflowToLeft=false
East Alaska  (7270,300)  (7320,300)  (7220,300)  (7220,350)  (7270,350)  (7320,350)  (7220,400)  (7270,400)  (7320,400)  (7370,300)  (7370,350)  (7370,400)  (7170,300)  (7170,350)  (7170,400)  (7370,450)  (7175,405)  (1825,995)  | overflowToLeft=false
22 Sea Zone  (1870,940)  (1920,940)  (1820,940)  (1820,990)  (1870,990)  (1920,990)  (1970,940)  (1970,990)  (2020,940)  (2070,937)  (2020,990)  (2140,790)  (2140,740)  (2190,740)  (2190,790)  (2090,740)  (1825,995)  | overflowToLeft=false
132 Sea Zone  (7480,1500)  (7530,1500)  (7430,1500)  (7430,1550)  (7480,1550)  (7530,1550)  (7430,1600)  (7480,1600)  (7530,1600)  (7430,1650)  (7480,1650)  (7530,1650)  (7430,1700)  (7480,1700)  (7530,1700)  (7580,1550)  (7580,1600)  (7580,1650)  (7580,1700)  (7380,1500)  (7380,1550)  (7380,1600)  (7380,1650)  (7380,1700)  (7430,1450)  (7430,1400)  (7430,1350)  (7385,1705)  | overflowToLeft=false
Turkmenistan-Uzbekistan  (3770,1690)  (3820,1690)  (3720,1690)  (3870,1690)  (3670,1690)  (3670,1740)  (3720,1740)  (3770,1740)  (3820,1740)  (3870,1740)  (3720,1790)  (3770,1790)  (3820,1790)  (3870,1790)  | overflowToLeft=false
75 Sea Zone  (3041,2220)  (3058,2270)  (3028,2170)  (3006,2120)  (2994,2070)  (2974,2020)  (3045,2210)  (3062,2260)  (3030,2160)  (3010,2110)  (2999,2060)  (2978,2010)  (3045,2225)  (3062,2275)  (3030,2175)  (3010,2125)  (2999,2085)  (2978,2025)  | overflowToLeft=false
Yakut  (5250,300)  (5300,300)  (5200,300)  (5200,350)  (5250,350)  (5300,350)  (5200,400)  (5250,400)  (5300,400)  (5200,450)  (5250,450)  (5300,450)  (5200,500)  | overflowToLeft=false
83b Sea Zone  (4780,2990)  (4830,2990)  (4730,2990)  (4880,2990)  (4680,2990)  (4630,2990)  (4930,2990)  (4580,2990)  (4580,2940)  (4630,2940)  (4680,2940)  (4730,2940)  (4780,2940)  (4830,2940)  (4880,2940)  (4930,2940)  (4587,2996)  | overflowToLeft=false
126a Sea Zone  (5230,1290)  (5280,1290)  (5180,1290)  (5180,1340)  (5230,1340)  (5280,1340)  (5180,1390)  (5230,1390)  (5280,1390)  (5180,1240)  (5230,1240)  (5180,1190)  (5230,1190)  (5130,1190)  (5130,1140)  (5180,1140)  (5230,1140)  (5130,1340)  (5130,1390)  (5080,1140)  (5080,1190)  (5130,1090)  (5180,1090)  (5085,1195)  | overflowToLeft=false
101 Sea Zone  (5600,2740)  (5650,2740)  (5550,2740)  (5550,2790)  (5600,2790)  (5650,2790)  (5700,2790)  (5750,2790)  (5500,2740)  (5500,2790)  (5500,2840)  (5727,2840)  (5777,2840)  (5549,2839)  (5740,2888)  (5505,2795)  | overflowToLeft=false
Manitoba  (260,660)  (310,660)  (210,660)  (210,710)  (260,710)  (310,710)  (210,760)  (260,760)  (310,760)  (360,660)  (360,710)  (360,760)  (260,810)  (310,810)  (210,810)  (410,710)  (280,860)  (215,765)  | overflowToLeft=false
Fiji  (6620,2790)  (6670,2790)  (6570,2790)  (6570,2840)  (6620,2840)  (6670,2840)  (6570,2890)  (6620,2890)  (6670,2890)  (6570,2940)  (6620,2940)  (6670,2940)  (6570,2990)  (6620,2990)  (6670,2990)  (6755,2995)  | overflowToLeft=false
70 Sea Zone  (2180,3100)  (2230,3100)  (2130,3100)  (2130,3150)  (2180,3150)  (2230,3150)  (2130,3200)  (2180,3200)  (2230,3200)  (2130,3250)  (2180,3250)  (2230,3250)  (2130,3300)  (2180,3300)  (2230,3300)  (2130,3350)  (2180,3350)  (2230,3350)  (2130,3400)  (2180,3400)  (2230,3400)  (2080,3100)  (2080,3150)  (2080,3200)  (2080,3250)  (2080,3300)  (2080,3350)  (2085,3305)  | overflowToLeft=false
Jehol  (4870,1060)  (4920,1060)  (4820,1060)  (4770,1060)  (4870,1110)  (4920,1110)  (4870,1160)  (4920,1160)  (4970,1110)  (4970,1060)  (4970,1160)  (5020,1110)  (4880,1160)  | overflowToLeft=false
Somalia  (3090,2540)  (3140,2540)  (3040,2540)  (3040,2590)  (3090,2590)  (3140,2590)  (3190,2540)  (2990,2590)  (2990,2640)  (3040,2640)  (3090,2640)  (3140,2640)  (3025,2690)  (2995,2645)  | overflowToLeft=false
104 Sea Zone  (6740,2490)  (6790,2490)  (6690,2490)  (6690,2540)  (6740,2540)  (6790,2540)  (6690,2590)  (6740,2590)  (6790,2590)  (6690,2640)  (6740,2640)  (6790,2640)  (6690,2690)  (6740,2690)  (6790,2690)  (6740,2740)  (6790,2740)  (6740,2790)  (6790,2790)  (6740,2840)  (6790,2840)  (6740,2890)  (6790,2890)  (6740,2940)  (6790,2940)  (6740,2990)  (6790,2990)  | overflowToLeft=false
Moscow  (3407,811)  (3722,70)  (3772,70)  (3672,70)  (3672,120)  (3722,120)  (3772,120)  (3672,170)  (3722,170)  (3772,170)  (3677,172)  | overflowToLeft=false
Formosa  (5170,1910)  (5220,1910)  (5120,1910)  (5120,1960)  (5170,1960)  (5220,1960)  (5120,2010)  (5170,2010)  (5220,2010)  (5070,1960)  (5070,2010)  (5075,2015)  | overflowToLeft=false
New Britain  (6030,2655)  (6018,70)  (6068,70)  (5968,70)  (5968,120)  (6018,120)  (6068,120)  (5968,170)  (6018,170)  (6068,170)  (5970,172)  | overflowToLeft=false
24 Sea Zone  (1270,1180)  (1220,1180)  (1220,1230)  (1270,1230)  (1220,1280)  (1270,1280)  (1220,1330)  (1270,1330)  (1220,1380)  (1270,1380)  (1220,1430)  (1270,1430)  (1170,1230)  (1170,1280)  (1170,1330)  (1170,1380)  (1170,1430)  (1320,1180)  (1370,1180)  (1420,1180)  (1470,1180)  (1170,1180)  (1175,1435)  | overflowToLeft=false
Nigeria  (2140,2370)  (2090,2370)  (2040,2370)  (2040,2420)  (2090,2420)  (2140,2420)  (2190,2370)  (2190,2420)  (2140,2470)  (2190,2470)  (2240,2370)  (2090,2470)  (2040,2470)  (2050,2425)  | overflowToLeft=false
45 Sea Zone  (1520,2020)  (1570,2020)  (1470,2020)  (1470,2070)  (1520,2070)  (1470,2120)  (1520,2120)  (1470,2170)  (1520,2170)  (1470,2220)  (1520,2220)  (1470,2270)  (1520,2270)  (1470,2320)  (1520,2320)  (1470,2370)  (1520,2370)  (1570,2070)  (1570,2220)  (1475,2375)  | overflowToLeft=false
Archangelsk  (3120,350)  (3170,350)  (3070,350)  (3070,400)  (3120,400)  (3170,400)  (3220,350)  (3220,400)  (3020,350)  (3020,400)  (3270,400)  (3220,450)  (3270,450)  (3320,450)  (3220,500)  (3270,500)  (3320,500)  (3370,500)  | overflowToLeft=false
Chukotka  (6330,305)  (6380,305)  (6280,305)  (6430,305)  (6230,305)  (6480,305)  (6530,305)  (6230,355)  (6280,355)  (6330,355)  (6230,305)  (6280,305)  (6530,305)  (6580,305)  | overflowToLeft=false
South Mexico  (180,1670)  (230,1670)  (130,1670)  (190,1720)  (240,1720)  (290,1720)  (340,1720)  (390,1720)  (280,1670)  (330,1670)  (290,1770)  (340,1770)  (390,1770)  (380,1670)  (80,1635)  (140,1720)  (145,1725)  | overflowToLeft=false
Comores  (3100,3040)  (4030,70)  (4080,70)  (3980,70)  (3980,120)  (4030,120)  (4080,120)  (3980,170)  (4030,170)  (4080,170)  (4130,170)  | overflowToLeft=false
Switzerland  (2258,1260)  | overflowToLeft=false
North Spain  (1810,1428)  (1860,1428)  (1760,1428) (1760,1478) (1810,1478)  (1860,1478) (1910,1478) (1700,1438) (1762,1480)
South Spain  (1810,1572)  (1860,1572)  (1760,1572) (1760,1622) (1810,1622) (1860,1622) (1910,1572) (1825,1672) (1762,1624) 
62 Sea Zone  (130,2750)  (180,2750)  (80,2750)  (80,2800)  (130,2800)  (180,2800)  (80,2850)  (130,2850)  (180,2850)  (80,2900)  (130,2900)  (180,2900)  (80,2950)  (130,2950)  (180,2950)  (80,3000)  (130,3000)  (180,3000)  (230,2750)  (230,2800)  (230,2850)  (230,2900)  (230,2950)  (230,3000)  (280,2750)  (280,2800)  (280,2850)  (280,2900)  (280,2950)  (280,3000)  | overflowToLeft=false
Nunavut  (290,445)  (340,445)  (240,445)  (240,495)  (290,495)  (340,495)  (240,545)  (290,545)  (340,545)  (390,445)  (390,495)  (440,445)  (440,495)  (230,405)  (245,490)  | overflowToLeft=false
East France  (2175,1110)  (2225,1110)  (2175,1160)  (2225,1160)  (2175,1210)  (2075,1210)  (2125,1210)  (2060,1260)  (2110,1260)  (2160,1260)  (2070,1160)  (2125,1160)  (2080,1265)  | overflowToLeft=false
37 Sea Zone  (2875,1785)  (2925,1785)  (2825,1785)  (2825,1835)  (2875,1835)  (2925,1835)  (2775,1785)  (2775,1835)  (2975,1785)  (2860,1735)  (2910,1735)  (3025,1735)  (2860,1685)  (2860,1635)  (2775,1790)  | overflowToLeft=false
78 Sea Zone  (3750,2450)  (3800,2450)  (3700,2450)  (3700,2500)  (3750,2500)  (3800,2500)  (3700,2550)  (3750,2550)  (3800,2550)  (3700,2600)  (3750,2600)  (3800,2600)  (3700,2400)  (3750,2400)  (3800,2400)  (3700,2350)  (3750,2350)  (3700,2300)  (3750,2300)  (3850,2450)  (3850,2500)  (3850,2550)  (3850,2600)  (3850,2650)  (3800,2650)  (3850,2450)  | overflowToLeft=false
British Colombia  (7530,580)  (7580,580)  (7480,580)  (7480,630)  (7530,630)  (7580,620)  (7480,680)  (7530,680)  (7580,680)  (7530,730)  (7580,730)  (7430,580)  (7430,630)  (7430,680)  (7480,730)  (7435,735)  | overflowToLeft=false
134 Sea Zone  (5940,1235)  (5990,1235)  (5890,1235)  (6040,1235)  (5890,1185)  (5940,1185)  (5990,1185)  (6040,1185)  (5990,1135)  (6040,1135)  (5890,1135)  (5940,1135)  (5990,1085)  (6040,1085)  (5990,1035)  (6040,1035)  (5990,985)  (6040,985)  (5990,935)  (6040,935)  (5990,885)  (6040,885)  (5895,1240)  | overflowToLeft=false
Volgograd  (3440,1030)  (3490,1030)  (3390,1030)  (3390,1080)  (3440,1080)  (3490,1080)  (3390,1130)  (3440,1130)  (3490,1130)  (3540,1030)  (3540,1080)  (3540,1130)  (3540,980)  | overflowToLeft=false
Palau  (5555,2215)  (5605,2215)  (5505,2215)  (5505,2265)  (5555,2265)  (5605,2265)  (5505,2315)  (5555,2315)  (5605,2315)  (5505,2365)  (5555,2365)  (5605,2365)  (5505,2415)  (5555,2415)  (5605,2415)  (5510,2420)  | overflowToLeft=false
Caribbean  (800,1730)  (850,1730)  (750,1730)  (750,1780)  (800,1780)  (850,1780)  (750,1830)  (800,1830)  (850,1830)  (850,1880)  (850,1930)  (850,1980)  (755,1835)  | overflowToLeft=false
73 Sea Zone  (3180,2780)  (3230,2780)  (3130,2780)  (3130,2830)  (3180,2830)  (3230,2830)  (3130,2880)  (3180,2880)  (3230,2880)  (3130,2930)  (3180,2930)  (3230,2930)  (3180,2980)  (3230,2980)  (3280,2780)  (3280,2830)  (3280,2880)  (3280,2930)  (3280,2980)  (3080,2780)  (3080,2830)  (3080,2880)  (3080,2930)  (3080,2980)  | overflowToLeft=false
32 Sea Zone  (2120,1490)  (2170,1490)  (2070,1490)  (2070,1540)  (2120,1540)  (2170,1540)  (2070,1590)  (2120,1590)  (2170,1590)  (2020,1490)  (1980,1540)  (1950,1590)  (2000,1590)  (1945,1585)  | overflowToLeft=false
96 Sea Zone  (7430,3100)  (7480,3100)  (7380,3100)  (7380,3150)  (7430,3150)  (7480,3150)  (7380,3200)  (7430,3200)  (7480,3200)  (7380,3250)  (7430,3250)  (7480,3250)  (7380,3300)  (7430,3300)  (7480,3300)  (7380,3350)  (7430,3350)  (7480,3350)  (7380,3400)  (7430,3400)  (7480,3400)  (7330,3100)  (7330,3150)  (7330,3200)  (7330,3250)  (7330,3300)  (7330,3350)  (7330,3400)  | overflowToLeft=false
Alberta  (102,657)  (152,657)  (52,657)  (52,707)  (102,707)  (152,707)  (52,757)  (102,757)  (152,757)  (3,657)  (3,707)  (3,707)  (3,607)  (8,754)  | overflowToLeft=false
Anglo Egypt  (2890,2230)  (2940,2230)  (2840,2230)  (2840,2280)  (2890,2280)  (2940,2280)  (2840,2330)  (2890,2330)  (2940,2330)  (2990,2230)  (2990,2280)  (2990,2330)  (2790,2230)  (2790,2280)  (2850,2340)  | overflowToLeft=false
West France  (1965,1108)  (2015,1108)  (1915,1108)  (2065,1108)  (1915,1158)  (1965,1158)  (2015,1158)  (1915,1208)  (1965,1208)  (2015,1208)  (1935,1258)  (1985,1258)  (1920,1308)  (1910,1358)  (1895,1048)  (1920,1213)  | overflowToLeft=false
127 Sea Zone  (5530,1500)  (5580,1500)  (5480,1500)  (5480,1550)  (5530,1550)  (5580,1550)  (5480,1600)  (5530,1600)  (5580,1600)  (5530,1450)  (5580,1450)  (5530,1400)  (5580,1400)  (5630,1400)  (5680,1400)  (5730,1400)  (5535,1405)  | overflowToLeft=false
90 Sea Zone  (5060,3200)  (5110,3200)  (5160,3200)  (5060,3250)  (5110,3250)  (5160,3250)  (5060,3300)  (5110,3300)  (5160,3300)  (5060,3350)  (5110,3350)  (5160,3350)  (5060,3400)  (5110,3400)  (5160,3400)  (5210,3200)  (5210,3250)  (5210,3300)  (5210,3350)  (5210,3400)  (5010,3200)  (5010,3250)  (5010,3300)  (5010,3350)  (5010,3400)  (5015,3405)  | overflowToLeft=false
Rio de Oro  (1710,1952)  | overflowToLeft=false
Line Islands  (6830,2100)  (6880,2100)  (6780,2100)  (6780,2150)  (6830,2150)  (6880,2150)  (6780,2200)  (6830,2200)  (6880,2200)  (6780,2250)  (6830,2250)  (6880,2250)  (6780,2300)  (6830,2300)  (6880,2300)  (6780,2350)  (6830,2350)  (6880,2350)  (6785,2355)  | overflowToLeft=false
6 Sea Zone  (1850,280)  (1900,280)  (1800,280)  (1800,330)  (1850,330)  (1900,330)  (1800,230)  (1850,230)  (1900,230)  (1950,230)  (1950,280)  (1950,330)  (1750,230)  (1750,280)  (1750,330)  (2000,230)  (2000,280)  (2000,330)  (1755,335)  | overflowToLeft=false
Mozambique  (2850,3105)  (2900,3105)  (2800,3105)  (2800,3155)  (2850,3155)  (2900,3155)  (2800,3205)  (2850,3205)  (2900,3205)  (2850,3255)  (2950,3105)  (2950,3155)  (2950,3205)  (2950,3045)  (2805,3210)  | overflowToLeft=false
Novosibirsk  (3840,660)  (3790,660)  (3890,660)  (3790,710)  (3840,710)  (3890,710)  (3790,760)  (3840,760)  (3890,760)  (3790,810)  (3840,810)  (3890,810)  (3940,660)  (3940,710)  (3940,760)  (3940,810)  (3790,860)  (3890,610)  (3890,560)  (3940,560)  | overflowToLeft=false
109 Sea Zone  (5500,2482)  (5550,2482)  (5450,2482)  (5450,2532)  (5500,2532)  (5550,2532)  (5450,2582)  (5500,2582)  (5450,2632)  (5500,2632)  (5650,2482)  (5700,2482)  (5600,2482)  (5700,2531)  (5355,2487)  | overflowToLeft=false
Guam  (5688,2044)  (5405,70)  (5455,70)  (5355,70)  (5355,120)  (5405,120)  (5455,120)  (5355,170)  (5405,170)  (5455,170)  (5357,172)  | overflowToLeft=false
Govi  (4500,950)  (4550,950)  (4450,950)  (4450,1000)  (4500,1000)  (4550,1000)  (4600,950)  (4600,1000)  (4400,900)  (4400,950)  (4400,1000)  (4650,950)  (4600,900)  (4650,900)  (4500,1050)  (4600,850)  (4650,850)  (4400,1000)  | overflowToLeft=false
68 Sea Zone  (1460,3100)  (1510,3100)  (1410,3100)  (1410,3150)  (1460,3150)  (1510,3150)  (1410,3200)  (1460,3200)  (1510,3200)  (1410,3250)  (1460,3250)  (1510,3250)  (1410,3300)  (1460,3300)  (1510,3300)  (1410,3350)  (1460,3350)  (1510,3350)  (1410,3400)  (1460,3400)  (1510,3400)  (1560,3100)  (1560,3150)  (1560,3200)  (1560,3250)  (1560,3300)  (1560,3350)  (1560,4000)  (1415,3405)  | overflowToLeft=false
